group,feature,n_rows,n_missing,missing_frac,n_unique,unique_ratio,normalized_entropy,is_numeric,numeric_min,numeric_max,numeric_mean,n_format_patterns,n_rule_violations,top_value,top_value_frac
Albuterol HFA inhalation aerosol,Is_Safe,8,0,0.0,2,0.25,0.5436,False,,,,1,0,True,0.875
Albuterol HFA inhalation aerosol,Reasoning,8,0,0.0,8,1.0,1.0,False,,,,8,0,"Propranolol is listed as a MAJOR drug interaction with albuterol on Drugs.com. As a non-selective beta-blocker it blocks the beta-2 receptors albuterol must stimulate, so bronchodilation can be blunted or abolished and severe bronchospasm may be precipitated in an asthmatic airway. The patient is also hypertensive, which Drugs.com flags as a moderate-hazard, high-plausibility condition because adrenergic bronchodilators cause tachycardia, palpitations, blood pressure changes and ECG changes. Rescue albuterol is being used at a frequency that signals loss of control while the beta-blocker antagonizes it, so the combination is unsafe as prescribed and requires switching to a cardioselective agent or an alternative antihypertensive.",0.125
Digoxin,Patient ID,7,0,0.0,7,1.0,1.0,True,3899.0,3912.0,3904.714,1,0,3899,0.1429
Digoxin,Age (year),7,0,0.0,6,0.8571,0.9755,True,29.0,72.0,54.429,1,0,58.0,0.2857
Digoxin,Gender,7,0,0.0,2,0.2857,0.9852,False,,,,1,0,Male,0.5714
Digoxin,Weight (kg),7,0,0.0,7,1.0,1.0,True,62.0,82.0,72.286,1,0,82,0.1429
Digoxin,Height (cm),7,0,0.0,6,0.8571,0.9755,True,165.0,180.0,171.429,1,0,174,0.2857
Digoxin,BMI,7,0,0.0,7,1.0,1.0,True,20.5,26.2,24.629,1,0,25.3,0.1429
Digoxin,Genetic Disorders,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Wolff-Parkinson-White syndrome,1.0
Digoxin,Chronic Conditions,7,0,0.0,7,1.0,1.0,False,,,,6,0,Wolff-Parkinson-White with atrial fibrillation,0.1429
Digoxin,Pregnancy / Breastfeeding,7,0,0.0,2,0.2857,0.5917,False,,,,2,0,Not pregnant,0.8571
Digoxin,Drug Allergies,7,0,0.0,2,0.2857,0.5917,False,,,,2,0,None known,0.8571
Digoxin,Renal Impairment,7,0,0.0,7,1.0,1.0,False,,,,1,0,None (eGFR 97),0.1429
Digoxin,Hepatic Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Early alcoholic liver disease,1.0
Digoxin,Cardiac Impairment,7,0,0.0,6,0.8571,0.9755,False,,,,5,0,Chronic AF,0.2857
Digoxin,Respiratory Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,"Severe COPD, chronic hypoxemia",1.0
Digoxin,Alcohol Use,7,0,0.0,2,0.2857,0.5917,False,,,,2,0,No alcohol,0.8571
Digoxin,Tobacco Use,7,0,0.0,2,0.2857,0.5917,False,,,,2,0,Non-smoker,0.8571
Digoxin,Substance Use,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Digoxin,Caffeine Intake,7,0,0.0,1,0.1429,0.0,False,,,,1,0,Low,1.0
Digoxin,Current Medications,7,0,0.0,6,0.8571,0.9755,False,,,,6,0,Digoxin,0.2857
Digoxin,Foods (Last 24h),7,0,0.0,3,0.4286,0.7248,False,,,,3,0,Regular diet,0.7143
Digoxin,Symptoms,7,0,0.0,7,1.0,1.0,False,,,,7,0,"Palpitations, rapid irregular heartbeat",0.1429
Digoxin,Diagnosis,7,0,0.0,7,1.0,1.0,False,,,,7,0,Atrial fibrillation in Wolff-Parkinson-White syndrome,0.1429
Digoxin,Dosage,7,0,0.0,3,0.4286,0.7248,False,,,,2,7,Standard dose,0.7143
Digoxin,Duration,7,2,0.2857,1,0.2,0.0,False,,,,1,0,Ongoing,1.0
Digoxin,Prompt / Clinical Scenario,7,0,0.0,7,1.0,1.0,False,,,,7,0,34-year-old man with Wolff-Parkinson-White syndrome and AF is prescribed digoxin for rate control. Is this safe?,0.1429
Digoxin,Risk_Categories,7,0,0.0,6,0.8571,0.9755,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": true, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.2857
Digoxin,Is_Safe,7,0,0.0,1,0.1429,0.0,False,,,,1,0,False,1.0
Digoxin,Reasoning,7,0,0.0,7,1.0,1.0,False,,,,7,0,"Digoxin can enhance conduction down the accessory pathway in WPW; in WPW patients who present with atrial fibrillation this raises the risk of ventricular fibrillation. This is a MAJOR disease interaction (accessory AV pathway), so digoxin should be used with great caution or avoided. Unsafe.",0.1429
Indomethacin ER capsule,Patient ID,7,0,0.0,7,1.0,1.0,True,3330.0,3357.0,3341.857,1,0,3330,0.1429
Indomethacin ER capsule,Age (year),7,0,0.0,7,1.0,1.0,True,29.0,51.0,40.286,1,0,29.0,0.1429
Indomethacin ER capsule,Gender,7,0,0.0,2,0.2857,0.9852,False,,,,1,0,Male,0.5714
Indomethacin ER capsule,Weight (kg),7,0,0.0,7,1.0,1.0,True,67.0,90.0,78.0,1,0,82,0.1429
Indomethacin ER capsule,Height (cm),7,0,0.0,6,0.8571,0.9755,True,167.0,185.0,175.714,1,0,167,0.2857
Indomethacin ER capsule,BMI,7,0,0.0,7,1.0,1.0,True,24.0,27.2,25.186,1,0,24.5,0.1429
Indomethacin ER capsule,Genetic Disorders,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Chronic Conditions,7,4,0.5714,2,0.6667,0.9183,False,,,,2,0,Ankylosing spondylitis,0.6667
Indomethacin ER capsule,Pregnancy / Breastfeeding,7,0,0.0,1,0.1429,0.0,False,,,,1,0,No,1.0
Indomethacin ER capsule,Drug Allergies,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Renal Impairment,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Hepatic Impairment,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Cardiac Impairment,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Respiratory Impairment,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Alcohol Use,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Tobacco Use,7,0,0.0,2,0.2857,0.5917,False,,,,2,0,Never,0.8571
Indomethacin ER capsule,Substance Use,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Indomethacin ER capsule,Caffeine Intake,7,0,0.0,4,0.5714,0.8322,False,,,,1,0,1 coffee/day,0.5714
Indomethacin ER capsule,Current Medications,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Levothyroxine (thyroid; not on major interaction list),1.0
Indomethacin ER capsule,Foods (Last 24h),7,0,0.0,2,0.2857,0.5917,False,,,,2,0,Meals with food,0.8571
Indomethacin ER capsule,Symptoms,7,0,0.0,7,1.0,1.0,False,,,,3,0,Tendon pain in shoulder,0.1429
Indomethacin ER capsule,Diagnosis,7,0,0.0,5,0.7143,0.963,False,,,,3,0,Tendonitis,0.2857
Indomethacin ER capsule,Dosage,7,0,0.0,3,0.4286,0.9141,False,,,,2,7,75 mg orally once daily,0.4286
Indomethacin ER capsule,Duration,7,0,0.0,6,0.8571,0.9755,False,,,,5,3,10 days,0.2857
Indomethacin ER capsule,Prompt / Clinical Scenario,7,0,0.0,7,1.0,1.0,False,,,,7,0,"29M with tendonitis on ER 75 mg once daily with food; healthy, no other meds.",0.1429
Indomethacin ER capsule,Risk_Categories,7,0,0.0,1,0.1429,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Indomethacin ER capsule,Is_Safe,7,0,0.0,1,0.1429,0.0,False,,,,1,0,True,1.0
Indomethacin ER capsule,Reasoning,7,0,0.0,7,1.0,1.0,False,,,,7,0,"ER 75 mg once or twice daily is the labeled tendonitis dosing. Healthy adult, no interacting drug/food, moderate caffeine (no documented caffeine interaction). Safe.",0.1429
Memantine extended-release,Patient ID,7,0,0.0,7,1.0,1.0,True,1865.0,1886.0,1879.286,1,0,1865,0.1429
Memantine extended-release,Age (year),7,0,0.0,7,1.0,1.0,True,68.0,84.0,76.429,1,0,68.0,0.1429
Memantine extended-release,Gender,7,0,0.0,2,0.2857,0.8631,False,,,,1,0,Male,0.7143
Memantine extended-release,Weight (kg),7,0,0.0,7,1.0,1.0,True,59.0,82.0,71.429,1,0,74,0.1429
Memantine extended-release,Height (cm),7,0,0.0,7,1.0,1.0,True,157.0,178.0,170.143,1,0,172,0.1429
Memantine extended-release,BMI,7,0,0.0,6,0.8571,0.9755,True,23.8,25.9,24.614,1,0,24.8,0.2857
Memantine extended-release,Genetic Disorders,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Chronic Conditions,7,0,0.0,7,1.0,1.0,False,,,,6,0,Alcoholic cirrhosis (Child-Pugh C); Alzheimer's-type dementia,0.1429
Memantine extended-release,Pregnancy / Breastfeeding,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Drug Allergies,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Renal Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Mild (CrCl 65 mL/min),1.0
Memantine extended-release,Hepatic Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Severe (Child-Pugh C),1.0
Memantine extended-release,Cardiac Impairment,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Respiratory Impairment,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Alcohol Use,7,5,0.7143,2,1.0,1.0,False,,,,2,0,"Former heavy use, now abstinent",0.5
Memantine extended-release,Tobacco Use,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Substance Use,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Memantine extended-release,Caffeine Intake,7,0,0.0,1,0.1429,0.0,False,,,,1,0,Low,1.0
Memantine extended-release,Current Medications,7,0,0.0,4,0.5714,0.8322,False,,,,4,0,None interacting,0.5714
Memantine extended-release,Foods (Last 24h),7,0,0.0,3,0.4286,0.7248,False,,,,2,0,Regular diet,0.7143
Memantine extended-release,Symptoms,7,0,0.0,7,1.0,1.0,False,,,,3,0,"Memory decline, confusion",0.1429
Memantine extended-release,Diagnosis,7,0,0.0,7,1.0,1.0,False,,,,7,0,Alzheimer's-type dementia with Child-Pugh C cirrhosis,0.1429
Memantine extended-release,Dosage,7,0,0.0,3,0.4286,0.7248,False,,,,3,7,28 mg once daily,0.7143
Memantine extended-release,Duration,7,0,0.0,3,0.4286,0.7248,False,,,,2,6,Maintenance,0.7143
Memantine extended-release,Prompt / Clinical Scenario,7,0,0.0,7,1.0,1.0,False,,,,6,0,A 68-year-old man with Child-Pugh C cirrhosis and dementia is started on memantine XR 28 mg once daily with no dose adjustment. Is this safe?,0.1429
Memantine extended-release,Risk_Categories,7,0,0.0,2,0.2857,0.5917,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.8571
Memantine extended-release,Is_Safe,7,0,0.0,2,0.2857,0.5917,False,,,,1,0,True,0.8571
Memantine extended-release,Reasoning,7,0,0.0,7,1.0,1.0,False,,,,7,0,Unsafe. Memantine should be used with caution and dose reduction in severe hepatic impairment (Child-Pugh C); for the extended-release form there are no data in Child-Pugh C. Starting the standard 28 mg XR dose without caution in severe hepatic impairment carries elevated toxicity risk. Hepatic impairment is a documented moderate disease interaction.,0.1429
Erythromycin Lactobionate IV,Patient ID,7,0,0.0,7,1.0,1.0,True,1378.0,5243.0,4661.857,1,0,1378,0.1429
Erythromycin Lactobionate IV,Age (year),7,0,0.0,7,1.0,1.0,True,45.0,82.0,59.857,1,0,45.0,0.1429
Erythromycin Lactobionate IV,Gender,7,0,0.0,2,0.2857,0.9852,False,,,,1,0,Female,0.5714
Erythromycin Lactobionate IV,Weight (kg),7,0,0.0,6,0.8571,0.9755,True,52.0,78.0,64.857,1,0,60,0.2857
Erythromycin Lactobionate IV,Height (cm),7,0,0.0,5,0.7143,0.963,True,155.0,175.0,164.857,1,0,162,0.2857
Erythromycin Lactobionate IV,BMI,7,0,0.0,5,0.7143,0.963,True,21.6,27.0,23.757,1,0,22.9,0.2857
Erythromycin Lactobionate IV,Genetic Disorders,7,7,1.0,0,0.0,0.0,False,,,,0,0,,
Erythromycin Lactobionate IV,Chronic Conditions,7,1,0.1429,6,1.0,1.0,False,,,,5,0,Breast cancer on adjuvant chemotherapy (AC-T regimen),0.1667
Erythromycin Lactobionate IV,Pregnancy / Breastfeeding,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Not pregnant,1.0
Erythromycin Lactobionate IV,Drug Allergies,7,6,0.8571,1,1.0,0.0,False,,,,1,0,"Penicillin, trimethoprim-sulfamethoxazole",1.0
Erythromycin Lactobionate IV,Renal Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Mild renal impairment,1.0
Erythromycin Lactobionate IV,Hepatic Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Mild cirrhosis (Child A),1.0
Erythromycin Lactobionate IV,Cardiac Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,AFib on rate control,1.0
Erythromycin Lactobionate IV,Respiratory Impairment,7,6,0.8571,1,1.0,0.0,False,,,,1,0,Requires BiPAP nocturnally,1.0
Erythromycin Lactobionate IV,Alcohol Use,7,4,0.5714,2,0.6667,0.9183,False,,,,2,0,Rare,0.6667
Erythromycin Lactobionate IV,Tobacco Use,7,5,0.7143,2,1.0,1.0,False,,,,2,0,Former smoker,0.5
Erythromycin Lactobionate IV,Substance Use,7,5,0.7143,2,1.0,1.0,False,,,,2,0,Prescribed antiemetics/opioids only,0.5
Erythromycin Lactobionate IV,Caffeine Intake,7,0,0.0,2,0.2857,0.9852,False,,,,1,0,Low,0.5714
Erythromycin Lactobionate IV,Current Medications,7,1,0.1429,6,1.0,1.0,False,,,,6,0,"Ondansetron 8 mg every 8 hours, dexamethasone 4 mg twice daily, lorazepam 0.5 mg as needed",0.1667
Erythromycin Lactobionate IV,Foods (Last 24h),7,0,0.0,5,0.7143,0.9165,False,,,,5,0,Soft diet,0.4286
Erythromycin Lactobionate IV,Symptoms,7,0,0.0,6,0.8571,0.9755,False,,,,5,0,"Fever, productive cough",0.2857
Erythromycin Lactobionate IV,Diagnosis,7,0,0.0,3,0.4286,0.7248,False,,,,3,0,Community-acquired pneumonia,0.7143
Erythromycin Lactobionate IV,Dosage,7,0,0.0,4,0.5714,0.9212,False,,,,3,7,1 g IV every 6 hours,0.4286
Erythromycin Lactobionate IV,Duration,7,0,0.0,2,0.2857,0.8631,False,,,,2,2,10 days,0.7143
Erythromycin Lactobionate IV,Prompt / Clinical Scenario,7,0,0.0,7,1.0,1.0,False,,,,7,0,Chemotherapy patient on scheduled ondansetron is admitted for pneumonia. Team considers IV erythromycin. Safe?,0.1429
Erythromycin Lactobionate IV,Risk_Categories,7,0,0.0,7,1.0,1.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": true, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": true, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.1429
Erythromycin Lactobionate IV,Is_Safe,7,0,0.0,2,0.2857,0.5917,False,,,,1,0,False,0.8571
Erythromycin Lactobionate IV,Reasoning,7,0,0.0,7,1.0,1.0,False,,,,7,0,The drugs.com interactions checker labels erythromycin with Zofran (ondansetron) as a Moderate interaction - usually avoid combinations and use only under special circumstances. Both agents prolong QT (drugs.com disease interaction list explicitly identifies QT prolongation). Chemotherapy patients are already at electrolyte and arrhythmia risk. A non-QT-prolonging antibiotic is preferred.,0.1429
Amiodarone (IV),Patient ID,6,0,0.0,6,1.0,1.0,True,1219.0,1247.0,1232.833,1,0,1219,0.1667
Amiodarone (IV),Age (year),6,0,0.0,5,0.8333,0.9697,True,55.0,78.0,65.833,1,0,60.0,0.3333
Amiodarone (IV),Gender,6,0,0.0,2,0.3333,0.65,False,,,,1,0,Male,0.8333
Amiodarone (IV),Weight (kg),6,0,0.0,5,0.8333,0.9697,True,65.0,90.0,78.333,1,0,80,0.3333
Amiodarone (IV),Height (cm),6,0,0.0,4,0.6667,0.8962,True,162.0,180.0,172.833,1,0,175,0.5
Amiodarone (IV),BMI,6,0,0.0,4,0.6667,0.9591,True,22.5,27.8,26.167,1,0,26.1,0.3333
Amiodarone (IV),Genetic Disorders,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Amiodarone (IV),Chronic Conditions,6,0,0.0,6,1.0,1.0,False,,,,6,0,Acute MI with cardiogenic shock; VF arrest,0.1667
Amiodarone (IV),Pregnancy / Breastfeeding,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Amiodarone (IV),Drug Allergies,6,0,0.0,1,0.1667,0.0,False,,,,1,0,NKDA,1.0
Amiodarone (IV),Renal Impairment,6,0,0.0,4,0.6667,0.8962,False,,,,3,0,Normal,0.5
Amiodarone (IV),Hepatic Impairment,6,0,0.0,2,0.3333,0.65,False,,,,2,0,Normal,0.8333
Amiodarone (IV),Cardiac Impairment,6,0,0.0,6,1.0,1.0,False,,,,5,0,"Cardiogenic shock, EF 18%",0.1667
Amiodarone (IV),Respiratory Impairment,6,0,0.0,1,0.1667,0.0,False,,,,1,0,Normal,1.0
Amiodarone (IV),Alcohol Use,6,5,0.8333,1,1.0,0.0,False,,,,1,0,Rare social,1.0
Amiodarone (IV),Tobacco Use,6,0,0.0,2,0.3333,0.9183,False,,,,1,0,Never,0.6667
Amiodarone (IV),Substance Use,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Amiodarone (IV),Caffeine Intake,6,1,0.1667,5,1.0,1.0,False,,,,2,0,Minimal,0.2
Amiodarone (IV),Current Medications,6,3,0.5,3,1.0,1.0,False,,,,3,0,"Norepinephrine drip, aspirin 325",0.3333
Amiodarone (IV),Foods (Last 24h),6,0,0.0,4,0.6667,0.8962,False,,,,4,0,NPO,0.5
Amiodarone (IV),Symptoms,6,0,0.0,6,1.0,1.0,False,,,,6,0,"Hypotension, cool extremities, post-VF arrest",0.1667
Amiodarone (IV),Diagnosis,6,0,0.0,6,1.0,1.0,False,,,,6,0,Cardiogenic shock with VF,0.1667
Amiodarone (IV),Dosage,6,0,0.0,5,0.8333,0.9697,False,,,,5,6,150 mg bolus then 1 mg/min,0.3333
Amiodarone (IV),Duration,6,0,0.0,4,0.6667,0.8962,False,,,,4,6,Acute,0.5
Amiodarone (IV),Prompt / Clinical Scenario,6,0,0.0,6,1.0,1.0,False,,,,6,0,"ICU team is considering IV amiodarone for a 66-year-old in cardiogenic shock with refractory VF, MAP 55 on norepinephrine.",0.1667
Amiodarone (IV),Risk_Categories,6,0,0.0,4,0.6667,0.8962,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": true, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": true, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.5
Amiodarone (IV),Is_Safe,6,0,0.0,2,0.3333,0.65,False,,,,1,0,False,0.8333
Amiodarone (IV),Reasoning,6,0,0.0,6,1.0,1.0,False,,,,6,0,"Cardiogenic shock is an explicit contraindication for amiodarone per the Sinus Node Dysfunction disease interaction. Amiodarone IV can also induce severe hypotension, worsening shock.",0.1667
Gabapentin immediate-release,Patient ID,6,0,0.0,6,1.0,1.0,True,5131.0,5157.0,5141.833,1,0,5131,0.1667
Gabapentin immediate-release,Age (year),6,0,0.0,6,1.0,1.0,True,41.0,70.0,55.5,1,0,67.0,0.1667
Gabapentin immediate-release,Gender,6,0,0.0,2,0.3333,0.65,False,,,,1,0,Female,0.8333
Gabapentin immediate-release,Weight (kg),6,0,0.0,4,0.6667,0.9591,True,64.0,88.0,71.333,1,0,64,0.3333
Gabapentin immediate-release,Height (cm),6,0,0.0,5,0.8333,0.9697,True,160.0,180.0,166.667,1,0,160,0.3333
Gabapentin immediate-release,BMI,6,0,0.0,5,0.8333,0.9697,True,25.0,27.2,25.6,1,0,25.0,0.3333
Gabapentin immediate-release,Genetic Disorders,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Gabapentin immediate-release,Chronic Conditions,6,0,0.0,6,1.0,1.0,False,,,,6,0,Stage 4 CKD (CrCl 22 mL/min); postherpetic neuralgia,0.1667
Gabapentin immediate-release,Pregnancy / Breastfeeding,6,4,0.6667,1,0.5,0.0,False,,,,1,0,N/A (postmenopausal),1.0
Gabapentin immediate-release,Drug Allergies,6,2,0.3333,3,0.75,0.9464,False,,,,2,0,None known,0.5
Gabapentin immediate-release,Renal Impairment,6,4,0.6667,2,1.0,1.0,False,,,,1,0,Severe (CrCl 22 mL/min),0.5
Gabapentin immediate-release,Hepatic Impairment,6,5,0.8333,1,1.0,0.0,False,,,,1,0,Mild fatty liver,1.0
Gabapentin immediate-release,Cardiac Impairment,6,5,0.8333,1,1.0,0.0,False,,,,1,0,Mild hypertension,1.0
Gabapentin immediate-release,Respiratory Impairment,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Gabapentin immediate-release,Alcohol Use,6,4,0.6667,2,1.0,1.0,False,,,,2,0,Heavy daily use (6-8 standard drinks/day),0.5
Gabapentin immediate-release,Tobacco Use,6,2,0.3333,4,1.0,1.0,False,,,,3,0,Former smoker,0.25
Gabapentin immediate-release,Substance Use,6,6,1.0,0,0.0,0.0,False,,,,0,0,,
Gabapentin immediate-release,Caffeine Intake,6,0,0.0,3,0.5,0.9206,False,,,,1,0,Moderate,0.5
Gabapentin immediate-release,Current Medications,6,1,0.1667,5,1.0,1.0,False,,,,4,0,Amlodipine 5 mg daily,0.2
Gabapentin immediate-release,Foods (Last 24h),6,0,0.0,4,0.6667,0.9591,False,,,,4,0,Regular diet,0.3333
Gabapentin immediate-release,Symptoms,6,0,0.0,6,1.0,1.0,False,,,,4,0,Shingles-related nerve pain across left chest wall,0.1667
Gabapentin immediate-release,Diagnosis,6,0,0.0,2,0.3333,0.65,False,,,,2,0,Postherpetic neuralgia,0.8333
Gabapentin immediate-release,Dosage,6,0,0.0,6,1.0,1.0,False,,,,6,6,"300 mg TID (900 mg/day), escalating to 600 mg TID (1800 mg/day)",0.1667
Gabapentin immediate-release,Duration,6,0,0.0,1,0.1667,0.0,False,,,,1,6,Chronic,1.0
Gabapentin immediate-release,Prompt / Clinical Scenario,6,0,0.0,6,1.0,1.0,False,,,,6,0,"A 67-year-old woman with Stage 4 CKD (CrCl 22 mL/min) is prescribed gabapentin 300 mg three times daily, titrating to 1800 mg/day for postherpetic neuralgia. Is this dose safe?",0.1667
Gabapentin immediate-release,Risk_Categories,6,0,0.0,4,0.6667,0.8962,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.5
Gabapentin immediate-release,Is_Safe,6,0,0.0,2,0.3333,1.0,False,,,,1,0,False,0.5
Gabapentin immediate-release,Reasoning,6,0,0.0,6,1.0,1.0,False,,,,6,0,"The Gabapentin Dosage PDF specifies that for CrCl 15-29 mL/min the dose must be reduced to 200-700 mg/day total (not 900-1800 mg/day). DrugBank also notes gabapentin is eliminated solely in urine unchanged and that half-life extends to ~52 hours when CrCl <30 mL/min. The prescribed dose is far above the renal-adjusted maximum and risks toxicity (CNS depression, myoclonus, acute kidney injury).",0.1667
Albuterol inhalation solution by nebulizer,Patient ID,6,0,0.0,6,1.0,1.0,True,1431.0,1457.0,1442.5,1,0,1431,0.1667
Albuterol inhalation solution by nebulizer,Age (year),6,0,0.0,6,1.0,1.0,True,9.0,63.0,43.167,1,0,63.0,0.1667
Albuterol inhalation solution by nebulizer,Gender,6,0,0.0,2,0.3333,0.65,False,,,,1,0,Male,0.8333
Albuterol inhalation solution by nebulizer,Weight (kg),6,0,0.0,6,1.0,1.0,True,32.0,84.0,69.667,1,0,84,0.1667
Albuterol inhalation solution by nebulizer,Height (cm),6,0,0.0,6,1.0,1.0,True,134.0,180.0,167.833,1,0,176,0.1667
Albuterol inhalation solution by nebulizer,BMI,6,0,0.0,6,1.0,1.0,True,17.8,28.7,24.15,1,0,27.1,0.1667
Albuterol inhalation solution by nebulizer,Genetic Disorders,6,0,0.0,2,0.3333,0.65,False,,,,2,0,None reported,0.8333
Albuterol inhalation solution by nebulizer,Chronic Conditions,6,0,0.0,6,1.0,1.0,False,,,,6,0,Asthma since childhood; primary open-angle glaucoma,0.1667
Albuterol inhalation solution by nebulizer,Pregnancy / Breastfeeding,6,5,0.8333,1,1.0,0.0,False,,,,1,0,Post-menopausal,1.0
Albuterol inhalation solution by nebulizer,Drug Allergies,6,0,0.0,1,0.1667,0.0,False,,,,1,0,None known,1.0
Albuterol inhalation solution by nebulizer,Renal Impairment,6,0,0.0,6,1.0,1.0,False,,,,3,0,None (eGFR 84 mL/min/1.73m2),0.1667
Albuterol inhalation solution by nebulizer,Hepatic Impairment,6,5,0.8333,1,1.0,0.0,False,,,,1,0,Normal for age,1.0
